year,month,wpp,detection_count,rad_mean,log_rad_mean,is_partial_year
2015,11,WPP718,3047,71.2022,4.27947,0
2015,12,Unknown,43,3.9145,1.592196,0
2015,12,WPP571,1966,14.1045,2.714996,0
2015,12,WPP572,3240,5.3252,1.844546,0
2015,12,WPP573,925,3.0636,1.402059,0
2015,12,WPP711,8077,37.571,3.652501,0
2015,12,WPP712,21091,32.6273,3.515339,0
2015,12,WPP713,7613,25.2565,3.267913,0
2015,12,WPP714,1277,22.1175,3.14059,0
2015,12,WPP715,507,62.2877,4.14769,0
2015,12,WPP716,1337,5.2113,1.826367,0
2015,12,WPP717,134,2.3405,1.206113,0
2015,12,WPP718,2657,52.2034,3.974122,0
2016,1,Unknown,57,6.1351,1.965026,0
2016,1,WPP571,3139,11.869,2.55482,0
2016,1,WPP572,4796,5.3546,1.849172,0
2016,1,WPP573,1413,2.4829,1.247872,0
2016,1,WPP711,4662,28.5899,3.387435,0
2016,1,WPP712,23948,30.4283,3.447708,0
2016,1,WPP713,9371,20.3346,3.06033,0
2016,1,WPP714,1903,24.7228,3.247379,0
2016,1,WPP715,671,48.998,3.911983,0
2016,1,WPP716,1225,5.2217,1.828044,0
2016,1,WPP717,149,2.4516,1.238827,0
2016,1,WPP718,3713,52.972,3.988465,0
2016,2,Unknown,54,8.2851,2.228412,0
2016,2,WPP571,1790,14.292,2.727329,0
2016,2,WPP572,3149,5.2703,1.835823,0
2016,2,WPP573,866,4.6849,1.73782,0
2016,2,WPP711,1975,31.4286,3.47904,0
2016,2,WPP712,13553,31.33,3.475996,0
2016,2,WPP713,5121,22.7251,3.166533,0
2016,2,WPP714,652,22.9332,3.175268,0
2016,2,WPP715,361,77.0217,4.356987,0
2016,2,WPP716,929,7.0273,2.082846,0
2016,2,WPP717,68,3.7074,1.54914,0
2016,2,WPP718,3004,37.5968,3.653169,0
2016,3,Unknown,60,12.2604,2.584779,0
2016,3,WPP571,3443,13.8339,2.696912,0
2016,3,WPP572,3659,4.5161,1.707676,0
2016,3,WPP573,1747,4.6067,1.723967,0
2016,3,WPP711,6821,37.9728,3.662863,0
2016,3,WPP712,27969,36.1174,3.614085,0
2016,3,WPP713,7829,29.01,3.401531,0
2016,3,WPP714,898,26.1601,3.301749,0
2016,3,WPP715,341,48.572,3.903425,0
2016,3,WPP716,1363,5.1302,1.813224,0
2016,3,WPP717,60,1.9503,1.081895,0
2016,3,WPP718,2292,49.0998,3.914016,0
2016,4,Unknown,56,19.0416,2.997812,0
2016,4,WPP571,2791,12.2256,2.582153,0
2016,4,WPP572,3124,5.3692,1.851475,0
2016,4,WPP573,1445,3.3916,1.479701,0
2016,4,WPP711,10822,42.5855,3.774725,0
2016,4,WPP712,28327,35.0108,3.583819,0
2016,4,WPP713,6827,22.6307,3.162548,0
2016,4,WPP714,792,5.5318,1.876678,0
2016,4,WPP715,347,33.3826,3.53755,0
2016,4,WPP716,1416,6.0752,1.956599,0
2016,4,WPP717,99,3.5302,1.510768,0
2016,4,WPP718,2351,43.2826,3.790591,0
2016,5,Unknown,68,10.8332,2.470908,0
2016,5,WPP571,2645,8.5248,2.253898,0
2016,5,WPP572,4156,5.8592,1.925584,0
2016,5,WPP573,1392,3.3583,1.472073,0
2016,5,WPP711,10503,35.0017,3.583566,0
2016,5,WPP712,33083,34.327,3.564648,0
2016,5,WPP713,10272,26.0497,3.297678,0
2016,5,WPP714,1397,6.3428,1.993722,0
2016,5,WPP715,555,47.2132,3.875633,0
2016,5,WPP716,1648,5.5797,1.883993,0
2016,5,WPP717,96,2.6305,1.289357,0
2016,5,WPP718,3006,47.7785,3.887289,0
2016,6,Unknown,47,4.1817,1.645139,0
2016,6,WPP571,2487,12.6823,2.616105,0
2016,6,WPP572,4902,6.3202,1.990632,0
2016,6,WPP573,1635,3.256,1.448338,0
2016,6,WPP711,9230,32.7411,3.518717,0
2016,6,WPP712,31176,41.9491,3.760015,0
2016,6,WPP713,7742,26.1023,3.299619,0
2016,6,WPP714,1080,6.512,2.016504,0
2016,6,WPP715,603,13.656,2.684847,0
2016,6,WPP716,1096,5.5774,1.883646,0
2016,6,WPP717,136,1.6373,0.969752,0
2016,6,WPP718,2121,35.5268,3.598045,0
2016,7,Unknown,177,3.7857,1.565637,0
2016,7,WPP571,2144,9.822,2.38158,0
2016,7,WPP572,4376,4.8228,1.761782,0
2016,7,WPP573,2088,6.623,2.031174,0
2016,7,WPP711,9615,33.2309,3.533129,0
2016,7,WPP712,29005,46.9012,3.86914,0
2016,7,WPP713,6294,15.6397,2.811794,0
2016,7,WPP714,753,5.58,1.884041,0
2016,7,WPP715,260,40.697,3.73043,0
2016,7,WPP716,1062,5.5269,1.875934,0
2016,7,WPP717,85,2.5444,1.265383,0
2016,7,WPP718,2305,42.1486,3.764651,0
2016,8,ARMM,2,1.3215,0.842219,0
2016,8,Unknown,158,4.5426,1.712462,0
2016,8,WPP571,1828,10.7539,2.464183,0
2016,8,WPP572,5649,5.7413,1.908254,0
2016,8,WPP573,2557,5.1099,1.809914,0
2016,8,WPP711,8325,29.2837,3.41061,0
2016,8,WPP712,52446,39.9138,3.711468,0
2016,8,WPP713,10832,28.3334,3.378728,0
2016,8,WPP714,1520,8.6757,2.269622,0
2016,8,WPP715,432,28.802,3.394576,0
2016,8,WPP716,1440,5.3178,1.843363,0
2016,8,WPP717,125,2.6187,1.286124,0
2016,8,WPP718,3015,64.5482,4.182786,0
2016,9,Unknown,175,8.6501,2.266968,0
2016,9,WPP571,1616,12.032,2.567411,0
2016,9,WPP572,3147,4.7461,1.748516,0
2016,9,WPP573,1977,6.7245,2.044392,0
2016,9,WPP711,7433,24.8101,3.250766,0
2016,9,WPP712,40923,38.2237,3.669281,0
2016,9,WPP713,9688,28.8544,3.396333,0
2016,9,WPP714,1509,5.9223,1.934751,0
2016,9,WPP715,368,34.3957,3.566592,0
2016,9,WPP716,1279,4.2823,1.664363,0
2016,9,WPP717,187,2.9856,1.382695,0
2016,9,WPP718,3372,60.5433,4.119741,0
2016,10,Unknown,54,3.6346,1.53354,0
2016,10,WPP571,1246,8.438,2.244748,0
2016,10,WPP572,2437,4.4094,1.688132,0
2016,10,WPP573,1296,2.7846,1.330944,0
2016,10,WPP711,7003,21.8236,3.127796,0
2016,10,WPP712,27501,28.7057,3.39134,0
2016,10,WPP713,8225,22.9741,3.176975,0
2016,10,WPP714,1347,7.3966,2.127826,0
2016,10,WPP715,293,32.1022,3.499601,0
2016,10,WPP716,832,4.9757,1.787703,0
2016,10,WPP717,125,5.6321,1.891916,0
2016,10,WPP718,3404,62.348,4.148644,0
2016,11,Unknown,89,4.4825,1.701567,0
2016,11,WPP571,1635,9.0689,2.30945,0
2016,11,WPP572,1397,3.6194,1.530259,0
2016,11,WPP573,1650,36.3175,3.619462,0
2016,11,WPP711,7679,26.4905,3.313841,0
2016,11,WPP712,29801,23.1744,3.185294,0
2016,11,WPP713,10351,23.6741,3.205753,0
2016,11,WPP714,1614,6.2584,1.982165,0
2016,11,WPP715,479,37.1111,3.640506,0
2016,11,WPP716,1481,4.2622,1.660551,0
2016,11,WPP717,104,3.9397,1.597299,0
2016,11,WPP718,4633,57.0725,4.061692,0
2016,12,ARMM,1,0.6212,0.483154,0
2016,12,Unknown,54,2.8797,1.355764,0
2016,12,WPP571,1691,16.8094,2.879724,0
2016,12,WPP572,1934,3.2787,1.453656,0
2016,12,WPP573,549,16.6448,2.870439,0
2016,12,WPP711,3252,25.2008,3.265789,0
2016,12,WPP712,7584,21.6192,3.1188,0
2016,12,WPP713,4668,19.7904,3.034491,0
2016,12,WPP714,747,6.8732,2.063461,0
2016,12,WPP715,275,36.3426,3.620135,0
2016,12,WPP716,892,6.1346,1.96496,0
2016,12,WPP717,74,2.0699,1.121656,0
2016,12,WPP718,2406,42.812,3.779908,0
2017,0,Unknown,1,70.5769,4.270772,0
2017,1,Unknown,26,3.2898,1.456235,0
2017,1,WPP571,1917,13.416,2.668335,0
2017,1,WPP572,1878,4.4244,1.690914,0
2017,1,WPP573,519,2.7704,1.327187,0
2017,1,WPP711,2643,50.4388,3.940393,0
2017,1,WPP712,12267,24.8834,3.2536,0
2017,1,WPP713,4689,17.4988,2.917705,0
2017,1,WPP714,877,6.027,1.949756,0
2017,1,WPP715,249,46.4494,3.859664,0
2017,1,WPP716,805,4.5622,1.715987,0
2017,1,WPP717,77,2.9775,1.380664,0
2017,1,WPP718,2057,33.5917,3.543613,0
2017,2,Unknown,41,2.6386,1.291596,0
2017,2,WPP571,2527,19.7404,3.032086,0
2017,2,WPP572,2486,4.7167,1.743389,0
2017,2,WPP573,913,3.7229,1.552432,0
2017,2,WPP711,2939,30.6028,3.453247,0
2017,2,WPP712,16306,23.2826,3.18976,0
2017,2,WPP713,4228,18.7514,2.983226,0
2017,2,WPP714,796,6.2674,1.983399,0
2017,2,WPP715,499,28.8125,3.394929,0
2017,2,WPP716,726,4.5757,1.718417,0
2017,2,WPP717,85,2.7776,1.329086,0
2017,2,WPP718,2420,36.2836,3.618555,0
2017,3,Unknown,27,2.397,1.222906,0
2017,3,WPP571,2867,16.959,2.888092,0
2017,3,WPP572,2585,5.3703,1.851649,0
2017,3,WPP573,1233,3.4917,1.50223,0
2017,3,WPP711,7301,35.5448,3.59854,0
2017,3,WPP712,28379,25.9621,3.294431,0
2017,3,WPP713,5925,21.7248,3.123458,0
2017,3,WPP714,878,7.7468,2.168688,0
2017,3,WPP715,311,27.2081,3.339609,0
2017,3,WPP716,1214,5.3633,1.850547,0
2017,3,WPP717,52,5.8807,1.92872,0
2017,3,WPP718,3173,30.8077,3.459709,0
2017,4,ARMM,1,0.9757,0.680912,0
2017,4,Region XII,2,13.3045,2.660574,0
2017,4,Unknown,118,6.3001,1.987889,0
2017,4,WPP571,3125,16.142,2.841534,0
2017,4,WPP572,3048,5.5532,1.879953,0
2017,4,WPP573,1632,9.3926,2.341093,0
2017,4,WPP711,9386,37.5618,3.652261,0
2017,4,WPP712,31185,27.957,3.365814,0
2017,4,WPP713,6855,23.5008,3.198706,0
2017,4,WPP714,1031,9.4962,2.351012,0
2017,4,WPP715,305,24.2548,3.229016,0
2017,4,WPP716,1438,11.3887,2.516783,0
2017,4,WPP717,110,6.279,1.984995,0
2017,4,WPP718,2461,36.2014,3.616345,0
2017,5,ARMM,4,8.1232,2.210825,0
2017,5,Region XII,7,11.6454,2.537297,0
2017,5,Unknown,179,5.6677,1.897269,0
2017,5,WPP571,3118,15.9439,2.829906,0
2017,5,WPP572,2931,6.749,2.047567,0
2017,5,WPP573,1979,11.3432,2.513106,0
2017,5,WPP711,7865,38.6725,3.680658,0
2017,5,WPP712,31848,32.6567,3.516211,0
2017,5,WPP713,6992,33.2859,3.534734,0
2017,5,WPP714,808,8.1023,2.208527,0
2017,5,WPP715,422,52.5116,3.979898,0
2017,5,WPP716,1671,6.7013,2.041384,0
2017,5,WPP717,93,3.7777,1.563956,0
2017,5,WPP718,3027,51.7776,3.966087,0
2017,6,ARMM,2,1.7515,1.012153,0
2017,6,Region XII,1,2.3031,1.194852,0
2017,6,Unknown,127,6.6035,2.028602,0
2017,6,WPP571,2972,22.1713,3.142914,0
2017,6,WPP572,3778,7.0416,2.084632,0
2017,6,WPP573,1209,9.0211,2.304697,0
2017,6,WPP711,5629,34.7099,3.575427,0
2017,6,WPP712,21853,44.4212,3.815979,0
2017,6,WPP713,3800,17.5451,2.920204,0
2017,6,WPP714,381,7.8958,2.18558,0
2017,6,WPP715,250,11.2913,2.508893,0
2017,6,WPP716,1014,4.5834,1.719791,0
2017,6,WPP717,114,3.127,1.417545,0
2017,6,WPP718,1819,26.6229,3.318646,0
2017,7,ARMM,1,2.6172,1.285686,0
2017,7,Unknown,123,3.0959,1.40998,0
2017,7,WPP571,4165,16.1861,2.844102,0
2017,7,WPP572,6355,5.4973,1.871389,0
2017,7,WPP573,1584,6.2857,1.98592,0
2017,7,WPP711,9480,35.8388,3.606553,0
2017,7,WPP712,23272,34.2863,3.563496,0
2017,7,WPP713,5246,12.8404,2.627593,0
2017,7,WPP714,583,7.8249,2.177577,0
2017,7,WPP715,227,11.488,2.524769,0
2017,7,WPP716,1266,5.0957,1.807589,0
2017,7,WPP717,49,2.1624,1.151342,0
2017,7,WPP718,2612,41.2783,3.744273,0
2017,8,ARMM,1,1.4709,0.904587,0
2017,8,Unknown,147,4.7844,1.755161,0
2017,8,WPP571,3447,22.9384,3.175483,0
2017,8,WPP572,3511,4.8902,1.773294,0
2017,8,WPP573,1853,14.2058,2.72168,0
2017,8,WPP711,7502,29.4094,3.414753,0
2017,8,WPP712,34937,30.8951,3.462454,0
2017,8,WPP713,7504,21.6183,3.118757,0
2017,8,WPP714,1237,12.5902,2.60935,0
2017,8,WPP715,378,17.9309,2.940794,0
2017,8,WPP716,1653,6.0581,1.954179,0
2017,8,WPP717,119,3.5798,1.521656,0
2017,8,WPP718,6412,59.8111,4.107773,0
2017,9,Region XI,1,0.9722,0.679154,0
2017,9,Unknown,133,7.0829,2.089751,0
2017,9,WPP571,2521,16.6956,2.873314,0
2017,9,WPP572,3742,6.1867,1.972237,0
2017,9,WPP573,1462,19.3122,3.011222,0
2017,9,WPP711,6467,27.1972,3.339222,0
2017,9,WPP712,36022,35.2323,3.589952,0
2017,9,WPP713,6691,19.2581,3.008554,0
2017,9,WPP714,1121,9.7902,2.378634,0
2017,9,WPP715,278,19.1766,3.004526,0
2017,9,WPP716,1179,6.9324,2.070957,0
2017,9,WPP717,101,2.8068,1.33679,0
2017,9,WPP718,6669,57.0125,4.060659,0
2017,10,Unknown,128,10.1943,2.415406,0
2017,10,WPP571,4299,17.2108,2.902018,0
2017,10,WPP572,5055,4.8207,1.761418,0
2017,10,WPP573,1856,14.5772,2.74581,0
2017,10,WPP711,9490,31.1426,3.470183,0
2017,10,WPP712,37726,26.5197,3.314902,0
2017,10,WPP713,8629,21.6235,3.11899,0
2017,10,WPP714,1985,11.1865,2.500325,0
2017,10,WPP715,617,47.6864,3.885399,0
2017,10,WPP716,1389,6.2064,1.974966,0
2017,10,WPP717,109,2.3351,1.204503,0
2017,10,WPP718,7087,64.0676,4.175426,0
2017,11,ARMM,1,1.4031,0.876764,0
2017,11,Unknown,98,7.1754,2.101133,0
2017,11,WPP571,3275,18.1455,2.952068,0
2017,11,WPP572,1532,4.6073,1.724066,0
2017,11,WPP573,954,17.6252,2.924515,0
2017,11,WPP711,6570,27.1323,3.336918,0
2017,11,WPP712,16874,18.4252,2.966572,0
2017,11,WPP713,5361,18.1694,2.953317,0
2017,11,WPP714,1374,8.8269,2.285128,0
2017,11,WPP715,542,19.4035,3.015707,0
2017,11,WPP716,1399,7.2021,2.104391,0
2017,11,WPP717,188,2.8086,1.33725,0
2017,11,WPP718,7913,50.0731,3.933259,0
2017,12,ARMM,1,7.7607,2.170276,0
2017,12,Unknown,84,3.1031,1.411755,0
2017,12,WPP571,3400,18.0038,2.94464,0
2017,12,WPP572,3525,4.3064,1.668921,0
2017,12,WPP573,878,18.8873,2.990082,0
2017,12,WPP711,3384,25.7618,3.286975,0
2017,12,WPP712,12219,24.4749,3.237692,0
2017,12,WPP713,4857,16.7924,2.87877,0
2017,12,WPP714,1267,7.4856,2.138375,0
2017,12,WPP715,528,11.2564,2.506046,0
2017,12,WPP716,1200,5.8925,1.930429,0
2017,12,WPP717,160,2.454,1.239536,0
2017,12,WPP718,8898,45.2473,3.834003,0
2018,1,Unknown,42,2.4599,1.24125,0
2018,1,WPP571,2680,15.4347,2.799393,0
2018,1,WPP572,2219,3.0376,1.395653,0
2018,1,WPP573,214,45.2201,3.833414,0
2018,1,WPP711,2233,25.6431,3.282529,0
2018,1,WPP712,8233,26.5873,3.317355,0
2018,1,WPP713,2473,13.6799,2.686476,0
2018,1,WPP714,765,5.5374,1.877536,0
2018,1,WPP715,302,5.1256,1.812485,0
2018,1,WPP716,640,5.9353,1.936629,0
2018,1,WPP717,120,2.351,1.209253,0
2018,1,WPP718,6472,34.5301,3.57038,0
2018,2,ARMM,1,1.0388,0.712376,0
2018,2,Unknown,110,3.5806,1.521834,0
2018,2,WPP571,5836,21.5979,3.117856,0
2018,2,WPP572,3783,3.9351,1.596376,0
2018,2,WPP573,1428,8.9902,2.301605,0
2018,2,WPP711,3665,22.1254,3.140932,0
2018,2,WPP712,13944,26.1639,3.301887,0
2018,2,WPP713,5118,17.2323,2.903194,0
2018,2,WPP714,1146,10.4471,2.437734,0
2018,2,WPP715,575,4.4078,1.687849,0
2018,2,WPP716,1138,5.4161,1.858813,0
2018,2,WPP717,108,2.2391,1.175306,0
2018,2,WPP718,6372,39.142,3.692422,0
2018,3,Region XI,1,0.7912,0.582892,0
2018,3,Unknown,153,5.1652,1.818916,0
2018,3,WPP571,5161,17.4228,2.913586,0
2018,3,WPP572,3532,5.4396,1.862465,0
2018,3,WPP573,1733,12.9845,2.637948,0
2018,3,WPP711,8334,37.7407,3.656891,0
2018,3,WPP712,23763,29.0368,3.402425,0
2018,3,WPP713,5455,16.5708,2.86624,0
2018,3,WPP714,864,8.7178,2.273962,0
2018,3,WPP715,681,10.1203,2.408777,0
2018,3,WPP716,1443,5.5458,1.87883,0
2018,3,WPP717,84,3.014,1.389781,0
2018,3,WPP718,4795,35.6204,3.600604,0
2018,4,Region XII,1,7.1325,2.095873,0
2018,4,Unknown,238,7.0549,2.086279,0
2018,4,WPP571,5141,18.5018,2.970505,0
2018,4,WPP572,2628,5.2699,1.835766,0
2018,4,WPP573,2136,10.2377,2.419278,0
2018,4,WPP711,10252,40.0231,3.714136,0
2018,4,WPP712,37022,29.6795,3.423596,0
2018,4,WPP713,8050,18.8058,2.985973,0
2018,4,WPP714,1629,7.6927,2.162486,0
2018,4,WPP715,598,8.006,2.197891,0
2018,4,WPP716,1478,5.4715,1.867402,0
2018,4,WPP717,77,3.0124,1.389394,0
2018,4,WPP718,8051,37.052,3.638954,0
2018,5,Unknown,179,7.4434,2.133387,0
2018,5,WPP571,5172,18.9702,2.994244,0
2018,5,WPP572,3995,4.7608,1.751074,0
2018,5,WPP573,1752,10.1012,2.407054,0
2018,5,WPP711,11011,40.7468,3.731622,0
2018,5,WPP712,28545,32.9488,3.524854,0
2018,5,WPP713,7107,19.722,3.031197,0
2018,5,WPP714,685,10.8042,2.468456,0
2018,5,WPP715,597,10.0194,2.399658,0
2018,5,WPP716,1742,5.0479,1.799704,0
2018,5,WPP717,176,2.2485,1.178194,0
2018,5,WPP718,3869,41.5684,3.751111,0
2018,6,Region XII,2,1.3084,0.836541,0
2018,6,Unknown,188,4.461,1.697625,0
2018,6,WPP571,3262,24.0839,3.222227,0
2018,6,WPP572,3804,6.1043,1.960694,0
2018,6,WPP573,1372,7.4555,2.134812,0
2018,6,WPP711,7406,44.8211,3.824745,0
2018,6,WPP712,19811,43.661,3.799101,0
2018,6,WPP713,5101,13.0953,2.64584,0
2018,6,WPP714,787,5.7865,1.914928,0
2018,6,WPP715,609,12.2137,2.581252,0
2018,6,WPP716,1278,5.4485,1.863853,0
2018,6,WPP717,128,3.0756,1.405019,0
2018,6,WPP718,3417,38.0192,3.664055,0
2018,7,Unknown,218,6.243,1.980041,0
2018,7,WPP571,4515,16.0919,2.838603,0
2018,7,WPP572,4512,6.9344,2.071211,0
2018,7,WPP573,2081,7.0723,2.088443,0
2018,7,WPP711,8241,33.8098,3.549898,0
2018,7,WPP712,39919,40.3169,3.721272,0
2018,7,WPP713,7039,16.5017,2.862296,0
2018,7,WPP714,1030,11.2583,2.506205,0
2018,7,WPP715,438,11.8017,2.549575,0
2018,7,WPP716,1335,5.4533,1.864588,0
2018,7,WPP717,117,5.2398,1.830949,0
2018,7,WPP718,3278,52.7495,3.984335,0
2018,8,ARMM,1,1.2411,0.806971,0
2018,8,Unknown,190,3.8293,1.574695,0
2018,8,WPP571,4575,18.3715,2.963805,0
2018,8,WPP572,5529,5.3684,1.851346,0
2018,8,WPP573,2005,6.6319,2.032334,0
2018,8,WPP711,9880,35.3867,3.594204,0
2018,8,WPP712,44219,33.7295,3.547589,0
2018,8,WPP713,8654,23.5392,3.20027,0
2018,8,WPP714,1179,11.7019,2.54175,0
2018,8,WPP715,558,9.339,2.335927,0
2018,8,WPP716,1533,4.8767,1.771002,0
2018,8,WPP717,101,2.492,1.25047,0
2018,8,WPP718,6397,53.5899,3.999849,0
2018,9,Region XII,1,0.7406,0.554212,0
2018,9,Unknown,182,8.2159,2.220927,0
2018,9,WPP571,2738,15.8927,2.826881,0
2018,9,WPP572,3149,5.18,1.821316,0
2018,9,WPP573,1572,18.6661,2.978895,0
2018,9,WPP711,8900,32.5842,3.514055,0
2018,9,WPP712,32911,28.7942,3.394313,0
2018,9,WPP713,10347,22.8074,3.169995,0
2018,9,WPP714,2115,9.7102,2.371197,0
2018,9,WPP715,622,14.616,2.748296,0
2018,9,WPP716,1640,5.1249,1.812362,0
2018,9,WPP717,118,2.3227,1.200775,0
2018,9,WPP718,5868,53.2673,3.993922,0
2018,10,ARMM,2,1.2266,0.800491,0
2018,10,Region XII,1,7.9764,2.1946,0
2018,10,Unknown,151,5.485,1.869489,0
2018,10,WPP571,2826,23.6509,3.204813,0
2018,10,WPP572,2373,6.0801,1.957294,0
2018,10,WPP573,1971,10.4368,2.436835,0
2018,10,WPP711,8802,34.4347,3.567691,0
2018,10,WPP712,31594,21.6421,3.119813,0
2018,10,WPP713,10786,20.156,3.051922,0
2018,10,WPP714,2324,10.1256,2.409248,0
2018,10,WPP715,764,21.1623,3.098392,0
2018,10,WPP716,1672,6.4348,2.006171,0
2018,10,WPP717,171,3.0221,1.391796,0
2018,10,WPP718,10436,55.4384,4.033149,0
2018,11,Unknown,171,5.746,1.908949,0
2018,11,WPP571,3382,16.2299,2.846647,0
2018,11,WPP572,1921,6.3537,1.995204,0
2018,11,WPP573,1307,15.3335,2.793221,0
2018,11,WPP711,7813,30.8726,3.461746,0
2018,11,WPP712,25626,18.1323,2.95138,0
2018,11,WPP713,7916,15.5802,2.808209,0
2018,11,WPP714,2263,9.5399,2.355171,0
2018,11,WPP715,920,10.8782,2.474706,0
2018,11,WPP716,1634,6.0542,1.953628,0
2018,11,WPP717,177,2.4074,1.225955,0
2018,11,WPP718,9288,50.1575,3.93491,0
2018,12,ARMM,1,0.5995,0.469707,0
2018,12,Region XII,2,0.7682,0.569954,0
2018,12,Unknown,114,4.8324,1.763436,0
2018,12,WPP571,3253,13.5832,2.679873,0
2018,12,WPP572,2632,4.2909,1.665993,0
2018,12,WPP573,1291,7.0977,2.091576,0
2018,12,WPP711,5946,25.2225,3.266619,0
2018,12,WPP712,20184,16.0747,2.837596,0
2018,12,WPP713,5928,12.8072,2.625188,0
2018,12,WPP714,1685,7.4152,2.130039,0
2018,12,WPP715,823,10.3476,2.429009,0
2018,12,WPP716,1437,4.852,1.766787,0
2018,12,WPP717,179,3.3162,1.462379,0
2018,12,WPP718,6323,36.7249,3.630321,0
2019,1,Unknown,104,4.7066,1.741619,0
2019,1,WPP571,5194,17.9499,2.9418,0
2019,1,WPP572,3444,3.3075,1.460369,0
2019,1,WPP573,1282,4.5349,1.71107,0
2019,1,WPP711,3482,22.3675,3.151346,0
2019,1,WPP712,15350,19.8487,3.037293,0
2019,1,WPP713,5917,13.1544,2.650024,0
2019,1,WPP714,931,6.555,2.022211,0
2019,1,WPP715,670,11.4363,2.520617,0
2019,1,WPP716,1335,5.8509,1.924379,0
2019,1,WPP717,133,2.1758,1.155572,0
2019,1,WPP718,5025,40.2035,3.718524,0
2019,2,ARMM,1,0.5104,0.412395,0
2019,2,Unknown,145,7.1889,2.102784,0
2019,2,WPP571,6537,21.0741,3.094405,0
2019,2,WPP572,4515,4.7297,1.745666,0
2019,2,WPP573,1548,6.8334,2.058398,0
2019,2,WPP711,4476,30.3663,3.445735,0
2019,2,WPP712,18618,25.873,3.29112,0
2019,2,WPP713,5558,15.6384,2.811711,0
2019,2,WPP714,1052,6.4917,2.013792,0
2019,2,WPP715,634,31.5707,3.483414,0
2019,2,WPP716,1431,7.8526,2.180706,0
2019,2,WPP717,111,2.2319,1.17307,0
2019,2,WPP718,5868,39.6876,3.705922,0
2019,3,ARMM,1,0.7992,0.587345,0
2019,3,Unknown,132,12.3513,2.591611,0
2019,3,WPP571,8119,19.5316,3.021965,0
2019,3,WPP572,4345,5.9275,1.935496,0
2019,3,WPP573,1733,5.9213,1.934609,0
2019,3,WPP711,9238,34.706,3.575317,0
2019,3,WPP712,22289,23.6313,3.204017,0
2019,3,WPP713,6081,16.0239,2.834616,0
2019,3,WPP714,1192,6.702,2.041485,0
2019,3,WPP715,595,23.045,3.179926,0
2019,3,WPP716,1652,7.2118,2.105573,0
2019,3,WPP717,120,2.8095,1.3375,0
2019,3,WPP718,4288,29.0652,3.403367,0
2019,4,Unknown,189,10.3313,2.427571,0
2019,4,WPP571,5840,16.6524,2.870872,0
2019,4,WPP572,5155,4.9587,1.784852,0
2019,4,WPP573,2316,7.3467,2.121862,0
2019,4,WPP711,9585,38.7612,3.682892,0
2019,4,WPP712,32950,26.7365,3.322749,0
2019,4,WPP713,6781,18.2537,2.957705,0
2019,4,WPP714,1081,7.4092,2.129331,0
2019,4,WPP715,642,15.9087,2.82783,0
2019,4,WPP716,1546,5.6379,1.892798,0
2019,4,WPP717,106,3.1627,1.426161,0
2019,4,WPP718,5443,40.6378,3.729008,0
2019,5,ARMM,1,19.8942,3.039472,0
2019,5,Region XII,1,2.1513,1.147799,0
2019,5,Unknown,270,12.8557,2.628693,0
2019,5,WPP571,5332,16.194,2.844563,0
2019,5,WPP572,6369,6.1947,1.97334,0
2019,5,WPP573,2392,6.421,2.004312,0
2019,5,WPP711,13988,47.2385,3.876157,0
2019,5,WPP712,34378,33.5303,3.541837,0
2019,5,WPP713,8821,18.4298,2.96681,0
